"","X","SEZ2011","dep_class_7.x","rand_base","density","spatial_lag","spatial_lag_square","dep11.x","dep01.x","calls","entropy","eigen_cent","page_rank","region_based_rate","commercial","third_places","comm_service","closeness","betweenness","dep01.y","dep11.y","dep_class_3","dep_class_5","dep_class_7"
"3558",3558,151460005074,2,1.178059,0.006096,0.065654,0.161378,0.467337,0.522055,19162.284944,0.823465,0.000313,7e-05,0.003604,0,79.854545,0.252879,2.41942616155922e-09,347778.661588676,0.522054917131236,0.467336546815337,"2","3","4"
"3559",3559,151460004913,2,-1.539849,0.010835,0.082977,0.195071,-1.311887,-1.384658,17644.644584,0.87732,0.000255,6.5e-05,0.002835,0.540487,0.422958,0,2.77316660584984e-09,789217.694431145,-1.38465827111953,-1.31188657447595,"2","3","3"
"3560",3560,151460005256,2,-0.739437,0.02244,0.053406,0.000992,-1.189414,-1.158738,62213.485562,0.781083,0.001123,0.000231,0.009203,NA,NA,NA,2.104632669374e-09,402089.237605665,-1.15873843802999,-1.18941384741927,"2","3","3"
"3561",3561,151460005281,2,1.292837,0.01505,-1.236292,-1.236392,-1.386852,-1.236392,13440.468331,0.811995,0.000184,5.6e-05,0.003645,NA,NA,NA,2.56451131159428e-09,393450.332433906,-1.23639240939983,-1.38685206165827,"2","3","3"
"3562",3562,151460005244,NA,-1.111189,0,0.053675,0.08315,NA,-0.566085,47274.987543,0.795355,0.000869,0.000175,0.00644,NA,NA,NA,2.50623409385048e-09,835730.351850725,-0.566084868677403,NA,NA,NA,NA
"3563",3563,151460005020,2,-0.950344,0.0048,0.626029,0.626079,0.347675,0.626079,21234.192588,0.850831,0.000325,7.9e-05,0.002293,NA,NA,NA,2.70643539664583e-09,577656.244234177,0.626079168403875,0.347674781783321,"2","3","4"
"3564",3564,151460005142,NA,-0.613684,0,0.02882,-0.521912,NA,2.056884,82846.797363,0.849338,0.001523,0.000244,0.00698,NA,NA,NA,2.84208993951217e-09,909701.301921468,2.0568842087885,NA,NA,NA,NA
"3565",3565,151460005502,NA,-0.404567,0,0.059591,0.134316,NA,NA,181531.980567,0.841247,0.005069,0.000446,0.021005,NA,NA,NA,2.76085449084549e-09,1254723.43720506,NA,NA,NA,NA,NA
"3566",3566,151460004833,2,0.65252,0.021378,0.060198,0.017067,-1.147542,-1.109479,78267.87055,0.837065,0.001831,0.000257,0.009275,0.540487,0,0,3.07205615493155e-09,1564110.87377377,-1.10947855448625,-1.14754173663382,"2","3","4"
"3567",3567,151460005641,NA,0.087062,0,0.017407,-0.739236,NA,NA,73899.237125,0.751524,0.001101,0.000228,0.020788,9.119493,0,0,2.14815990247431e-09,224136.947426409,NA,NA,NA,NA,NA
"3568",3568,151460005620,NA,-0.112552,0,0.054296,0.146964,NA,NA,112621.661704,0.817377,0.002286,0.000262,0.022169,0,0,0.158316,2.7442817450861e-09,547609.880229226,NA,NA,NA,NA,NA
"3569",3569,151460005635,2,-2.158789,0.003191,1.760807,1.761173,-1.062368,1.761173,9276.303489,0.809563,0.000167,5.1e-05,0.002418,NA,NA,NA,2.62954741866635e-09,330883.03797746,1.761172985448,-1.06236764250995,"2","3","4"
"3570",3570,151460004788,2,-0.434236,0.011254,0.064822,0.008784,-0.969968,0.453474,95771.439967,0.846775,0.003354,0.000259,0.012031,1.561045,0,0,3.01789480498987e-09,758398.851386652,0.453474390538021,-0.969967520850361,"2","3","4"
"3571",3571,151460005730,2,0.098493,0.006218,0.092863,0.231477,0.568752,0.52317,40594.491444,0.83502,0.000711,8.4e-05,0.005431,0,0,0.474948,2.56771503167004e-09,921759.181972545,0.5231703305284,0.56875218633485,"2","3","5"
"3572",3572,151460005538,2,0.744492,0.012645,0.043837,-0.127444,-0.874634,0.293596,60431.336169,0.831079,0.001458,0.000176,0.009362,0,0,0,2.52139345833657e-09,981745.546062046,0.293596368277543,-0.874634110814713,"2","3","4"
"3573",3573,151460005285,2,0.070207,0.012819,0.050091,-0.156932,-1.258837,0.194019,24208.71858,0.764184,0.000386,0.000105,0.004711,NA,NA,NA,2.37124217665065e-09,316527.924475033,0.19401863926185,-1.25883707894313,"2","3","3"
"3574",3574,151460005500,2,-1.70321,0.017451,0.060777,-0.097677,-1.379413,-0.929754,40103.051564,0.836584,0.00122,0.00013,0.006545,NA,NA,NA,3.03273451250919e-09,1805235.97886884,-0.929753952930375,-1.37941309852899,"2","3","3"
"3575",3575,151460005504,2,-0.94149,0.000228,0.064597,0.01406,1.549664,NA,48275.129608,0.80703,0.001075,0.000126,0.012401,51.670588,0,2.023031,2.57793780059829e-09,554043.350882647,NA,1.5496635669559,"2","3","5"
"3576",3576,151460005300,2,0.469782,0.000278,0.069498,0.04206,-0.047786,0.102234,77436.931559,0.791899,0.001614,0.000261,0.033238,NA,NA,NA,2.38430798374008e-09,678263.686608977,0.102233752460126,-0.0477859302908733,"2","3","4"
"3577",3577,151460004762,2,-0.669118,0.026608,0.021336,-0.423829,-1.304325,0.296872,16668.47639,0.803419,0.000379,7.7e-05,0.00426,NA,NA,NA,2.83187016833325e-09,1120882.44762454,0.296871538298501,-1.30432466595475,"2","3","3"
"3578",3578,151460005239,2,-2.181864,0.041208,0.072741,-0.039563,-1.353428,-1.246345,6494.981111,0.784777,0.000127,4.5e-05,0.001936,NA,NA,NA,1.86443515736436e-09,273240.472514911,-1.24634496980044,-1.35342794030701,"2","3","3"
"3579",3579,151460005292,2,-0.035229,0.048233,0.072319,0.09498,-1.522736,-1.447694,17256.833844,0.778478,0.000295,8.2e-05,0.003386,NA,NA,NA,2.22483746043875e-09,330692.394888048,-1.4476937410539,-1.52273643134644,"2","2","2"
"3580",3580,151460005681,2,-1.957629,0.0026,0.064355,0.130133,0.714611,1.653264,4111.792415,0.810455,6.7e-05,3.2e-05,0.001132,NA,NA,NA,2.80462460663636e-09,699265.92435417,1.65326367582795,0.714610689364806,"2","3","5"
"3581",3581,151460005569,2,-0.578908,0.04265,-1.164314,-1.164411,-1.391796,-1.164411,72150.272095,0.846486,0.002055,0.000171,0.005307,NA,NA,NA,2.98637244225572e-09,1974433.06521949,-1.16441137522421,-1.39179581756362,"2","3","3"
"3582",3582,151460004838,2,-1.44217,0.022342,-0.019129,-1.344709,0.239166,0.38715,15315.522379,0.840428,0.000338,7e-05,0.002222,NA,NA,NA,3.13180227904817e-09,849490.057889523,0.387150276149783,0.239166316785525,"2","3","4"
"3583",3583,151460005407,2,-0.041679,0.02239,-0.761485,-0.761577,-0.801525,-0.761577,85947.887071,0.838139,0.002958,0.00019,0.00878,NA,NA,NA,2.92023198229454e-09,2034962.37807292,-0.761577310399154,-0.801525129084281,"2","3","4"
"3584",3584,151460004796,2,-0.963709,0.019157,0.048792,0.004084,-1.048952,-0.85965,33538.692149,0.857971,0.000879,0.000115,0.003171,NA,NA,NA,3.12788791063793e-09,1755386.5941771,-0.859650355175802,-1.04895161456345,"2","3","4"
"3585",3585,151460004774,2,-0.805454,0.048926,0.062068,0.097727,-1.016229,-0.884445,26587.600229,0.818558,0.000637,0.000109,0.003785,0,1.677617,0,3.0061323898518e-09,1506011.18015168,-0.88444483456218,-1.01622925909702,"2","3","4"
"3586",3586,151460005584,2,0.48549,0.024475,0.050078,-0.040044,0.155813,0.126841,43135.897291,0.824639,0.001252,0.000119,0.008034,0,0,0.505758,3.00273211823523e-09,3016538.17611545,0.126840560181803,0.155812528404162,"2","3","4"
"3587",3587,151460004879,2,-0.285474,0.040158,0.092753,0.464736,-0.937578,-0.944756,9863.978359,0.869058,0.000142,4.6e-05,0.001049,NA,NA,NA,2.84709796655344e-09,1005568.32751534,-0.944755553154527,-0.937578427260589,"2","3","4"
"3588",3588,151460004787,NA,0.290116,0,0.050712,-0.112573,NA,NA,84196.718688,0.855059,0.0026,0.000241,0.009842,NA,NA,NA,3.09946407796794e-09,1320263.52996637,NA,NA,NA,NA,NA
"3589",3589,151460005296,2,0.550647,0.008201,0.053709,0.029279,0.321523,0.344586,12028.715557,0.792204,0.000245,6.3e-05,0.003789,0,0,0,1.95403827957331e-09,203456.996158251,0.344585592640199,0.321523027054842,"2","3","4"
"3590",3590,151460004765,2,-0.704884,0.035647,0.067204,-0.009944,-1.362679,0.220491,14306.40502,0.819192,0.000326,6.9e-05,0.002411,NA,NA,NA,2.90931050131199e-09,669983.143021303,0.220491332677575,-1.36267916693883,"2","3","3"
"3591",3591,151460003976,2,2.067917,0.013421,-0.113755,-1.882783,0.349947,-0.851339,15457.07411,0.864898,0.000187,6.3e-05,0.002339,0,4.725121,0,2.90976453507059e-09,1404989.63486347,-0.851338777208117,0.3499471959043,"2","3","4"
"3592",3592,151460003271,2,-1.411988,0.012511,0.083675,0.232808,-0.967308,0.468075,15603.575614,0.854135,0.00021,6.1e-05,0.003457,0,1.153967,0,2.71818870136024e-09,519929.962031096,0.468075005372574,-0.967308489359988,"2","3","4"
"3593",3593,151460003609,2,0.314765,0.018938,0.042001,-0.000284,0.351234,0.733251,27707.448503,0.855782,0.00034,0.000105,0.003764,NA,NA,NA,2.98555216660739e-09,929486.271297014,0.733251172871805,0.351234032462804,"2","3","4"
"3594",3594,151460003723,2,-2.167141,0.016904,0.04401,-0.033233,0.561868,-0.594601,26281.905031,0.859756,0.000318,8.6e-05,0.004569,0,0,0.505758,2.81273852679035e-09,1109252.84005444,-0.594601227875761,0.561868168717189,"2","3","5"
"3595",3595,151460003610,2,-1.517531,0.01582,0.064845,0.076708,0.344243,0.689154,40378.402928,0.858271,0.000533,0.000138,0.004518,NA,NA,NA,2.9211726352517e-09,1023183.9585947,0.68915429196396,0.344242635414583,"2","3","4"
"3596",3596,151460003675,2,1.006898,0.000171,0.093133,0.451993,1.522948,2.37419,73719.516143,0.847539,0.000709,0.000232,0.019327,0,0,4.120075,2.86920747288069e-09,632052.781978537,2.37418969500656,1.52294760318206,"2","3","5"
"3597",3597,151460003702,2,0.806987,0.021083,0.064964,0.094466,0.45236,0.438827,13246.843027,0.872039,0.000138,6e-05,0.002467,NA,NA,NA,2.87789650048888e-09,854544.8886344,0.438827332872008,0.452360270646937,"2","3","4"
"3598",3598,151460003736,2,-0.650455,0.025543,0.076219,0.675577,-0.892595,0.442947,5990.78006,0.858516,6.2e-05,4e-05,0.00107,NA,NA,NA,2.62492850695032e-09,464839.226374041,0.442947495679962,-0.892594729359159,"2","3","4"
"3599",3599,151460003686,2,-0.711822,0.010603,0.083408,0.234031,-0.022603,0.064898,20276.837321,0.858155,0.000242,8.2e-05,0.00434,NA,NA,NA,3.03542263929397e-09,475556.806960237,0.0648975205765817,-0.0226028203127879,"2","3","4"
"3600",3600,151460003696,2,-0.611449,0.018428,0.079166,0.022784,0.320349,0.395306,12571.782328,0.870082,0.000136,5.8e-05,0.002109,NA,NA,NA,2.92282584827503e-09,904584.6238608,0.395306183701693,0.320349378900896,"2","3","4"
"3601",3601,151460003673,2,-0.274057,0.022894,0.078367,0.101785,-1.404445,-1.248993,15361.009147,0.849618,0.000149,6.7e-05,0.003641,NA,NA,NA,2.84013228987116e-09,715211.073711079,-1.24899255642089,-1.40444508133541,"2","3","3"
"3602",3602,151460003284,2,0.939083,6.9e-05,0.945544,0.945617,-0.086884,0.945617,49497.954123,0.840605,0.000665,0.000157,0.00714,0.780522,0,4.120075,2.82630835012189e-09,637841.978048638,0.945616894609713,-0.0868842712917718,"2","3","4"
"3603",3603,151460003714,2,-0.915051,0.008447,0.552307,0.552345,0.499258,0.552345,80400.204694,0.855765,0.000855,0.000244,0.025123,0,0,0,2.89954929976902e-09,1024710.40458636,0.552345135785611,0.499257735146379,"2","3","4"
"3604",3604,151460004363,2,0.032547,0.019946,-1.402277,-1.40247,-1.190626,-1.40247,10964.03851,0.829582,0.000143,5.4e-05,0.002479,NA,NA,NA,2.68620470779362e-09,869819.3567152,-1.40247001388626,-1.19062621013304,"2","3","3"
"3605",3605,151460003633,2,3.119732,0.00819,-0.00427,-0.697179,-1.103165,-0.871024,61095.049554,0.864841,0.000774,0.000195,0.008398,0,0.845917,0,2.99395342022049e-09,837647.151682641,-0.871024174303362,-1.10316507111186,"2","3","4"
"3606",3606,151460003620,2,-0.544769,0.026358,0.053762,0.024188,0.436508,0.505741,46946.681836,0.847952,0.000646,0.000161,0.006935,0.540487,0,0,2.98508695718551e-09,1303726.69115,0.505740702432291,0.436508171055412,"2","3","4"
"3607",3607,151460003750,NA,-0.438261,0,0.066546,0.085145,NA,NA,19492.868032,0.863748,0.000206,5.6e-05,0.006593,0,0,0.505758,2.72232494497174e-09,324028.371854756,NA,NA,NA,NA,NA
"3608",3608,151460003669,2,1.172574,0.026377,0.064161,-0.013299,-1.585987,-1.61257,16134.468818,0.851306,0.000158,6.9e-05,0.003579,0,0,4.120075,2.91120407234128e-09,823708.947760745,-1.61257009356639,-1.58598692002914,"2","2","2"
"3609",3609,151460003719,2,0.925438,0.021395,0.060356,-0.182025,0.547463,0.573004,9671.159907,0.863214,0.000112,4.8e-05,0.001719,NA,NA,NA,2.87116074064371e-09,1069223.69703484,0.573003827253659,0.54746341706776,"2","3","5"
"3610",3610,151460003612,2,0.182665,0.031541,0.07372,0.011105,-0.808565,0.600669,24742.229112,0.859154,0.000297,9.4e-05,0.005047,2.091927,0,0,2.97799990953355e-09,884483.083335549,0.600668559497525,-0.808564827714308,"2","3","4"
"3611",3611,151460003749,NA,0.767057,0,0.069652,0.026316,NA,NA,85709.82355,0.853629,0.000988,0.000188,0.017887,6.27578,0,0,2.66908213563466e-09,485564.032541199,NA,NA,NA,NA,NA
"3612",3612,151460006080,2,0.127335,0.005206,9e-06,0,-1.115672,NA,87023.263235,0.860641,0.001015,0.000246,0.014762,0,0,0,2.79792140744113e-09,602577.471281574,NA,-1.11567233243978,"2","3","4"
"3613",3613,151460004219,2,-1.59907,0.007857,0.065223,0.11726,-1.199044,-1.139991,24245.568312,0.810306,0.00023,8e-05,0.007317,NA,NA,NA,2.30972491095797e-09,438692.864092478,-1.1399906041555,-1.19904417209406,"2","3","3"
"3614",3614,151460003720,2,0.316212,0.018021,0.086869,0.218435,0.330815,0.443797,17099.681733,0.860731,0.000206,6.4e-05,0.003737,0,0,0,2.85621026985009e-09,1438847.04129528,0.443796900657333,0.330815477664893,"2","3","4"
"3615",3615,151460004373,2,-0.994935,0.016365,0.078182,0.291059,-1.00486,-0.91965,19345.413642,0.830853,0.000254,7.6e-05,0.004817,NA,NA,NA,2.70842775210216e-09,825887.297066582,-0.919649549825398,-1.00486006087166,"2","3","4"
"3616",3616,151460003581,2,-1.034645,0.00085,0.086393,0.217057,0.18015,0.237715,696123.9821,0.864977,0.010385,0.001724,0.048812,0.780522,0,14.116971,2.84667237404418e-09,1236708.97344866,0.237715487315185,0.180150163660366,"2","3","4"
"3617",3617,151460003567,2,-0.505836,0.012282,0.0851,0.358613,0.40285,0.522292,49174.014606,0.845394,0.00073,0.000165,0.007337,NA,NA,NA,2.72075858536111e-09,882636.317464718,0.522291666341713,0.402849923402759,"2","3","4"
"3618",3618,151460003683,2,-0.013965,0.003934,0.077949,0.059773,0.052156,0.588585,21256.586359,0.859265,0.000253,8.5e-05,0.00406,NA,NA,NA,2.96834230009236e-09,1083590.91451619,0.588585208504249,0.0521556793059667,"2","3","4"
"3619",3619,151460004350,2,-1.110042,0.032192,0.058472,-0.076616,0.348245,-0.877659,5108.871173,0.809895,6.2e-05,3.9e-05,0.000903,NA,NA,NA,2.66115853035833e-09,2490784.46658277,-0.877658980792122,0.348244868524231,"2","3","4"
"3620",3620,151460004325,2,0.140049,0.021025,0.055253,0.194524,-1.043984,-1.088718,25485.836707,0.788226,0.000317,0.000106,0.004811,NA,NA,NA,2.53080251211997e-09,851384.068211429,-1.08871782520509,-1.04398417718154,"2","3","4"
"3621",3621,151460003590,2,0.122457,0.022575,0.510944,0.510983,0.482029,0.510983,34004.954502,0.854014,0.000489,0.000106,0.00328,NA,NA,NA,2.85783182524231e-09,1238202.09468168,0.510983368824105,0.482029174438982,"2","3","4"
"3622",3622,151460003703,2,-0.50243,0.015763,0.051086,-0.055298,-1.171504,-1.03324,12609.698445,0.86334,0.000131,5.8e-05,0.003415,NA,NA,NA,2.87583383531835e-09,761719.342203064,-1.03324031375392,-1.17150398204788,"2","3","4"
"3623",3623,151460004306,NA,-1.966478,0,8e-06,0,NA,NA,56643.688642,0.806447,0.000618,0.000185,0.007834,NA,NA,NA,2.50547362487796e-09,566928.014311021,NA,NA,NA,NA,NA
"3624",3624,151460003293,2,-0.139334,0.015437,0.073492,0.226004,0.18475,0.278446,27182.861205,0.865963,0.000364,9.8e-05,0.00425,0,0.845917,0,2.84992843435465e-09,747293.79943892,0.278445894444618,0.184749763117507,"2","3","4"
"3625",3625,151460004360,NA,0.134599,NA,0.06648,0.080712,NA,NA,38233.909122,0.826913,0.000497,0.000131,0.008015,0,0,0,2.63640880538328e-09,813272.437248654,NA,NA,NA,NA,NA
"3626",3626,151460003973,2,-0.327867,0.03182,0.086012,0.402595,0.361285,-0.898235,10330.240608,0.860262,0.000126,4.8e-05,0.00242,NA,NA,NA,2.87320054296775e-09,1733690.98300339,-0.898235261461859,0.361284953177736,"2","3","4"
"3627",3627,151460003754,2,0.102509,3.2e-05,1.667366,1.667491,-0.029595,1.667491,151199.973554,0.863456,0.001946,0.000381,0.016084,0,0,0.252879,2.76836770022945e-09,772793.916567446,1.6674914307855,-0.0295953093262933,"2","3","4"
"3628",3628,151460003631,2,0.816043,0.020064,0.341603,0.341633,-0.982932,0.341633,43703.861782,0.860627,0.000527,0.00015,0.006972,0.540487,0,0,2.9024276942356e-09,840984.400467782,0.341632755363458,-0.98293243320381,"2","3","4"
"3629",3629,151460004315,2,0.17713,0.020163,0.053146,-0.016268,0.21706,-1.211476,21304.054272,0.78712,0.000259,9.2e-05,0.003816,NA,NA,NA,2.48366820024727e-09,421030.551106889,-1.21147584992904,0.217059504700949,"2","3","4"
"3630",3630,151460003603,2,1.580487,0.010526,0.065754,0.241257,0.589434,0.540152,58429.888329,0.848046,0.000855,0.000179,0.006878,0,0,4.331361,2.94977890267035e-09,1081903.57904455,0.540152438217016,0.589433625738182,"2","3","5"
"3631",3631,151460003644,2,0.035205,0.039971,0.140525,0.441855,-1.021332,0.471712,37107.077933,0.853867,0.000473,0.000132,0.004573,0,1.153967,0,3.02895477596975e-09,1080035.55637321,0.471711992341721,-1.02133224266718,"2","3","4"
"3632",3632,151460003687,2,2.697176,0.006337,0.053637,0.050329,0.093083,-1.275299,19535.345616,0.858608,0.000233,8e-05,0.004092,NA,NA,NA,3.02971901003426e-09,441359.728340548,-1.27529889264334,0.0930825132814272,"2","3","4"
"3633",3633,151460003735,2,1.183535,0.019577,-1.093336,-1.093472,-0.974899,-1.093472,47820.152799,0.845611,0.000454,0.000159,0.013366,NA,NA,NA,2.7459732454187e-09,553961.929469667,-1.09347210305439,-0.974898593987634,"2","3","4"
"3634",3634,151460005148,2,0.106487,0.003204,0.051673,-0.343295,0.649096,0.411059,16437.151225,0.85497,0.000301,6.6e-05,0.001202,NA,NA,NA,2.77478747982886e-09,804305.968286843,0.411058742719448,0.649095743431374,"2","3","5"
"3635",3635,151460004932,2,0.075567,0.006239,0.079708,0.043384,0.551738,-0.752331,9899.266707,0.877096,0.000144,4.7e-05,0.001583,NA,NA,NA,2.79507993482742e-09,1289633.96795103,-0.752330987472652,0.551738247455376,"2","3","5"
"3636",3636,151460005071,2,0.769352,0.010013,0.557567,0.55762,0.303196,0.55762,11315.987514,0.825426,0.000179,5.1e-05,0.002159,NA,NA,NA,2.49711360271676e-09,365184.756444606,0.557620016340768,0.303196451791842,"2","3","4"
"3637",3637,151460005147,NA,0.357665,0,0.089232,0.55496,NA,NA,31990.284574,0.846528,0.000585,0.000107,0.002772,NA,NA,NA,2.77156421374506e-09,846702.555563805,NA,NA,NA,NA,NA
"3638",3638,151460004923,2,-0.601726,0.012142,0.054247,-0.256826,0.265457,-0.743071,25596.974545,0.857569,0.000457,9.2e-05,0.002075,NA,NA,NA,2.88938046674572e-09,955738.42959343,-0.743071335568427,0.265456740270543,"2","3","4"
"3639",3639,151460005174,NA,-0.268811,0,0.095656,0.53962,NA,NA,116767.128982,0.814476,0.002473,0.000301,0.015377,NA,NA,NA,2.56852043250779e-09,361304.586130998,NA,NA,NA,NA,NA
"3640",3640,151460004930,2,-0.08551,0.006222,0.071279,0.013586,0.570525,0.417313,17780.194393,0.877265,0.000259,6.6e-05,0.002687,NA,NA,NA,2.76521719656949e-09,1029175.93975489,0.417313384605082,0.570525214685576,"2","3","5"
"3641",3641,151460004907,2,0.15632,0.012857,-0.973759,-0.97387,-1.099138,-0.97387,12652.043434,0.805196,0.000279,6.3e-05,0.003077,NA,NA,NA,2.74537640349677e-09,1234902.60589143,-0.973869957932388,-1.09913790375671,"2","3","4"
"3642",3642,151460004928,2,-1.368146,0.017589,0.534234,0.534269,0.374612,0.534269,8160.385546,0.876861,0.000118,4.3e-05,0.001367,0.540487,0,0,2.8359049108411e-09,849161.325286996,0.534268745622748,0.374612365978541,"2","3","4"
"3643",3643,151460004931,2,1.210399,0.012257,0.516968,0.517003,-0.860937,0.517003,18345.442914,0.876982,0.000266,6.7e-05,0.003014,NA,NA,NA,2.75566121120429e-09,1128453.27059087,0.517003472698132,-0.860937415726445,"2","3","4"
"3644",3644,151460004909,2,0.507165,6.4e-05,0.049159,0.01057,0.363467,2.279138,30951.949111,0.823851,0.000617,0.000117,0.00382,1.561045,0,0,2.80923475340405e-09,1255774.97160294,2.27913767162426,0.363466721872259,"2","3","4"
"3645",3645,151460005115,2,0.997737,0.036163,0.044822,-0.040195,-1.403357,-1.282455,8586.623691,0.827132,0.000115,4.6e-05,0.001323,NA,NA,NA,2.6124236116216e-09,500564.475689085,-1.28245468979667,-1.40335705952242,"2","3","3"
"3646",3646,151460005274,2,1.765348,0.031951,-1.432628,-1.432742,-1.628858,-1.432742,26805.57188,0.766096,0.000431,0.000117,0.007005,NA,NA,NA,2.50052539985754e-09,299434.424366355,-1.43274224359849,-1.62885833289082,"2","2","2"
"3647",3647,151460005104,2,-2.448505,0.013423,-1.119243,-1.11934,-1.243871,-1.11934,5918.23911,0.816904,9.6e-05,3.9e-05,0.001559,NA,NA,NA,2.38446867759966e-09,383348.356370352,-1.11934045981667,-1.24387089087591,"2","3","3"
"3648",3648,151460005149,2,0.174004,0.008268,0.290809,0.290836,-0.751298,0.290836,20065.994686,0.865189,0.000339,7.1e-05,0.001838,NA,NA,NA,2.77814204835478e-09,707922.982949201,0.290835931394232,-0.751298273484105,"2","3","4"
"3649",3649,151460004920,2,-0.560858,0.011283,-0.847937,-0.848039,0.572006,-0.848039,21192.626823,0.880263,0.000334,7.6e-05,0.002009,0,0.999942,0,2.69365238917688e-09,882303.58327711,-0.848039027710577,0.572006196867138,"2","3","5"
"3650",3650,151460005112,2,0.805245,0.033432,0.049352,-0.655344,0.426036,0.262268,6604.959423,0.826106,0.000103,4.1e-05,0.001042,NA,NA,NA,2.62871112684172e-09,454609.196525823,0.262267709379546,0.426035738488088,"2","3","4"
"3651",3651,151460005095,2,-0.573661,0.0158,0.065797,0.160197,0.125821,0.235414,6108.218342,0.816936,9.9e-05,3.9e-05,0.001591,NA,NA,NA,2.49830973562786e-09,476718.906844964,0.235413564416703,0.125820634712097,"2","3","4"
"3652",3652,151460005158,2,-1.215346,0.011518,0.450492,0.450525,-1.192144,0.450525,11420.94306,0.855614,0.000175,5e-05,0.001723,NA,NA,NA,2.82912371511241e-09,683446.818226753,0.450524518180951,-1.19214369041463,"2","3","3"
"3653",3653,151460005141,3,-0.479269,2.1e-05,0.09071,0.290705,3.63701,2.427307,135194.109982,0.842671,0.002539,0.000385,0.012584,NA,NA,NA,2.74410042290726e-09,771758.747309524,2.4273066468481,3.63700998776987,"3","5","7"
"3654",3654,151460005114,2,-0.294712,0.003623,0.048539,-0.059959,0.369755,0.516169,52297.619563,0.824566,0.000852,0.000162,0.008973,NA,NA,NA,2.63074256055313e-09,503233.589378117,0.516169062981345,0.369754940438458,"2","3","4"
"3655",3655,151460005109,2,-0.683874,0.024162,0.065801,0.500059,-1.221006,-1.162515,10435.927952,0.817565,0.000189,5.2e-05,0.002424,NA,NA,NA,2.63694062717775e-09,597647.20406345,-1.16251473328144,-1.22100648556595,"2","3","3"
"3656",3656,151460004908,2,-0.649311,0.005091,2.72341,2.723645,0.489898,2.723645,15955.980719,0.811178,0.000343,7.3e-05,0.003575,NA,NA,NA,2.80182823723181e-09,1204453.71578588,2.72364459729577,0.489898345963586,"2","3","4"
"3657",3657,151460005182,2,0.404912,0.00018,0.06248,0.191688,-0.465432,NA,100052.404029,0.804204,0.001947,0.000251,0.010868,NA,NA,NA,2.22013032659707e-09,184260.409239527,NA,-0.465431734990485,"2","3","4"
"3658",3658,151460005271,2,-1.787689,0.039833,0.093412,0.424257,-1.436091,-1.441401,24884.726093,0.773016,4e-04,0.000108,0.005167,NA,NA,NA,2.58943058623395e-09,474963.204952869,-1.44140085569374,-1.43609065627982,"2","3","3"
"3659",3659,151460005001,NA,0.936681,NA,0.049694,-0.142771,NA,NA,17477.74895,0.834288,0.00025,7.1e-05,0.002935,0,0,0,2.73576559009963e-09,659267.905357356,NA,NA,NA,NA,NA
"3660",3660,151460004757,NA,1.231919,NA,0.039145,-0.292207,NA,NA,51150.738707,0.865824,0.00081,0.000158,0.007718,NA,NA,NA,2.77684082393793e-09,1008618.60144828,NA,NA,NA,NA,NA
"3661",3661,151460005116,2,0.889983,0.011592,0.087232,0.518728,-0.841582,-0.77371,28528.402491,0.812248,0.000366,9.9e-05,0.006262,NA,NA,NA,2.64649966716395e-09,448527.193281675,-0.773709557219468,-0.841582374950348,"2","3","4"
"3662",3662,151460005276,2,-0.394058,0.026116,0.039341,-0.189845,-1.329129,-1.268798,29131.545218,0.774898,0.000459,0.00012,0.006336,NA,NA,NA,2.64306957282438e-09,434963.470064256,-1.26879752476122,-1.32912897613451,"2","3","3"
"3663",3663,151460005005,NA,0.602373,NA,6e-06,0,NA,NA,45939.040479,0.845843,0.000762,0.000151,0.012043,NA,NA,NA,2.81674786352634e-09,1042560.77041647,NA,NA,NA,NA,NA
"3664",3664,151460005058,2,0.868953,0.002663,1.778707,1.77884,0.365375,1.77884,8878.681537,0.841481,0.000124,4.9e-05,0.002118,NA,NA,NA,2.57298882119492e-09,528240.458268044,1.7788396035686,0.365375397396884,"2","3","4"
"3665",3665,151460005080,2,-0.42432,0.016111,0.062436,0.067961,0.156667,-1.167911,7241.495922,0.828708,1e-04,4.3e-05,0.001065,NA,NA,NA,2.02996918798266e-09,271600.475950552,-1.16791068426612,0.156667078395805,"2","3","4"
"3666",3666,151460005036,2,-1.003173,0.017476,0.197009,0.197019,-1.107552,0.197019,7912.129137,0.83931,0.000123,4.6e-05,0.001344,0,0,0,2.12607834556629e-09,375370.792978372,0.197018576744971,-1.1075524392185,"2","3","4"
"3667",3667,151460005217,2,-0.961569,0.000165,0.051787,-0.08857,-0.110035,-0.181792,55931.915546,0.804047,0.001124,0.000177,0.007734,0,0,0.505758,2.60688186287418e-09,497799.281196737,-0.181791821311644,-0.110034971185675,"2","3","4"
"3668",3668,151460004927,2,1.34353,0.01533,0.075876,0.094187,-1.061938,0.457081,11961.980286,0.876966,0.000173,5.2e-05,0.001978,0,0,0,2.8976080959084e-09,700129.145500021,0.457080651352372,-1.06193807788829,"2","3","4"
"3669",3669,151460005064,2,-0.333508,0.006099,0.081684,0.144973,0.641094,0.586057,15862.992946,0.824256,0.000262,6.3e-05,0.003475,NA,NA,NA,2.46152364886115e-09,462964.344083443,0.586056828378512,0.641094243176002,"2","3","5"
