"","k3.cluster"
"151460003461",3
"151460003462",3
"151460003463",3
"151460003464",3
"151460003465",1
"151460003466",1
"151460003467",1
"151460003468",1
"151460003469",1
"151460003470",1
"151460003471",1
"151460003472",1
"151460003473",1
"151460003474",1
"151460003475",1
"151460003476",1
"151460003477",1
"151460003478",1
"151460003479",3
"151460003480",1
"151460003481",1
"151460003482",1
"151460003483",1
"151460003484",1
"151460003485",3
"151460003486",3
"151460003487",1
"151460003488",1
"151460003489",3
"151460003490",3
"151460003491",3
"151460003492",1
"151460003493",1
"151460003494",3
"151460003495",3
"151460003496",3
"151460003497",3
"151460003498",3
"151460003499",1
"151460003500",1
"151460003501",1
"151460003502",1
"151460003503",1
"151460003504",1
"151460003505",3
"151460003506",2
"151460003507",1
"151460003508",1
"151460003509",1
"151460003510",1
"151460003511",1
"151460003512",1
"151460003513",3
"151460003514",3
"151460003515",3
"151460003516",3
"151460003517",1
"151460003518",1
"151460003519",1
"151460003520",3
"151460003521",3
"151460003522",3
"151460003523",3
"151460003524",3
"151460003525",3
"151460003526",3
"151460003527",3
"151460003528",3
"151460003529",3
"151460003530",3
"151460003531",3
"151460003532",3
"151460003533",3
"151460003534",3
"151460003535",3
"151460003536",3
"151460003537",3
"151460003538",3
"151460003539",3
"151460003540",3
"151460003541",3
"151460003542",3
"151460003543",3
"151460003544",3
"151460003545",3
"151460003546",1
"151460003547",3
"151460003548",3
"151460003549",3
"151460003550",3
"151460003551",3
"151460003552",3
"151460003553",1
"151460003554",1
"151460003555",1
"151460003556",3
"151460003557",1
"151460003558",1
"151460003559",1
"151460003560",1
"151460003561",1
"151460003562",1
"151460003563",1
"151460003564",1
"151460003565",3
"151460003566",3
"151460003567",3
"151460003568",1
"151460003569",1
"151460003570",1
"151460003571",1
"151460003572",1
"151460003573",1
"151460003574",1
"151460003575",1
"151460003576",1
"151460003577",1
"151460003578",1
"151460003579",1
"151460003580",1
"151460003581",1
"151460003582",1
"151460003583",1
"151460003584",1
"151460003585",1
"151460003586",1
"151460003587",1
"151460003588",1
"151460003589",1
"151460003590",1
"151460003591",1
"151460003592",1
"151460003593",1
"151460003594",1
"151460003595",1
"151460003596",1
"151460003597",1
"151460003598",1
"151460003599",3
"151460003600",3
"151460003601",1
"151460003602",1
"151460003603",1
"151460003604",3
"151460003605",3
"151460003606",3
"151460003607",3
"151460003608",3
"151460003609",3
"151460003610",3
"151460003611",3
"151460003612",3
"151460003613",3
"151460003614",3
"151460003615",3
"151460003616",3
"151460003617",3
"151460003618",3
"151460003619",3
"151460003620",3
"151460003621",3
"151460003622",3
"151460003623",3
"151460003624",3
"151460003625",3
"151460003626",3
"151460003627",3
"151460003628",3
"151460003629",3
"151460003630",3
"151460003631",3
"151460003632",3
"151460003633",3
"151460003634",3
"151460003635",3
"151460003636",3
"151460003637",3
"151460003638",3
"151460003639",3
"151460003640",3
"151460003641",3
"151460003642",3
"151460003643",3
"151460003644",3
"151460003645",3
"151460003646",3
"151460003647",3
"151460003648",3
"151460003649",1
"151460003650",3
"151460003651",1
"151460003652",3
"151460003653",3
"151460003654",3
"151460003655",3
"151460003656",3
"151460003657",3
"151460003658",3
"151460003659",3
"151460003660",3
"151460003661",3
"151460003662",3
"151460003663",3
"151460003664",3
"151460003665",3
"151460003666",3
"151460003667",3
"151460003668",3
"151460003669",3
"151460003670",3
"151460003671",3
"151460003672",3
"151460003673",3
"151460003674",3
"151460003675",3
"151460003676",3
"151460003677",3
"151460003678",3
"151460003679",3
"151460003680",3
"151460003681",3
"151460003682",3
"151460003683",3
"151460003684",3
"151460003685",3
"151460003686",3
"151460003687",3
"151460003688",3
"151460003689",3
"151460003690",3
"151460003691",3
"151460003692",3
"151460003693",3
"151460003694",3
"151460003695",3
"151460003696",3
"151460003697",3
"151460003698",3
"151460003699",3
"151460003700",3
"151460003701",3
"151460003702",3
"151460003703",3
"151460003704",3
"151460003705",3
"151460003706",3
"151460003707",1
"151460003708",1
"151460003709",1
"151460003710",1
"151460003711",1
"151460003712",1
"151460003713",3
"151460003714",3
"151460003715",3
"151460003716",3
"151460003717",3
"151460003718",3
"151460003719",3
"151460003720",3
"151460003721",3
"151460003722",3
"151460003723",3
"151460003724",3
"151460003725",3
"151460003726",3
"151460003727",3
"151460003728",3
"151460003729",3
"151460003730",3
"151460003731",3
"151460003732",1
"151460003733",3
"151460003734",3
"151460003735",3
"151460003736",3
"151460003737",3
"151460003738",3
"151460003739",1
"151460003741",3
"151460003742",3
"151460003743",3
"151460003744",3
"151460003746",1
"151460003747",1
"151460003748",1
"151460003749",2
"151460003750",2
"151460003751",2
"151460003752",2
"151460003753",1
"151460003754",1
"151460003755",3
"151460003756",3
"151460003757",1
"151460003758",1
"151460003759",3
"151460003760",1
"151460003761",3
"151460003762",3
"151460003763",3
"151460003764",3
"151460003765",3
"151460003766",3
"151460003767",3
"151460003768",3
"151460003769",1
"151460003770",1
"151460003771",1
"151460003772",1
"151460003773",1
"151460003774",1
"151460003775",1
"151460003776",1
"151460003777",1
"151460003778",1
"151460003779",1
"151460003780",1
"151460003781",1
"151460003782",1
"151460003783",1
"151460003784",1
"151460003785",1
"151460003786",1
"151460003787",1
"151460003788",1
"151460003789",1
"151460003790",1
"151460003791",1
"151460003792",1
"151460003793",1
"151460003794",1
"151460003795",1
"151460003796",1
"151460003797",1
"151460003798",1
"151460003799",3
"151460003800",1
"151460003801",1
"151460003802",1
"151460003803",1
"151460003804",1
"151460003805",1
"151460003806",1
"151460003807",1
"151460003808",1
"151460003809",1
"151460003810",1
"151460003811",1
"151460003812",1
"151460003813",1
"151460003814",1
"151460003815",3
"151460003816",3
"151460003817",1
"151460003818",1
"151460003819",3
"151460003820",3
"151460003821",3
"151460003822",3
"151460003823",3
"151460003824",3
"151460003825",3
"151460003826",3
"151460003827",3
"151460003828",3
"151460003829",3
"151460003830",1
"151460003831",3
"151460003832",3
"151460003833",3
"151460003834",3
"151460003835",3
"151460003836",3
"151460003837",3
"151460003838",3
"151460003839",3
"151460003840",1
"151460003841",1
"151460003842",1
"151460003843",1
"151460003844",1
"151460003845",3
"151460003846",1
"151460003847",1
"151460003848",1
"151460003849",1
"151460003850",1
"151460003851",1
"151460003852",1
"151460003853",1
"151460003854",1
"151460003855",1
"151460003856",1
"151460003857",1
"151460003858",1
"151460003859",1
"151460003860",1
"151460003861",1
"151460003862",1
"151460003863",1
"151460003864",1
"151460003865",1
"151460003866",1
"151460003867",1
"151460003868",1
"151460003869",1
"151460003870",1
"151460003871",3
"151460003872",3
"151460003873",3
"151460003874",3
"151460003875",1
"151460003876",1
"151460003877",1
"151460003878",1
"151460003879",1
"151460003880",1
"151460003881",1
"151460003882",1
"151460003883",1
"151460003884",1
"151460003885",1
"151460003886",1
"151460003887",1
"151460003888",1
"151460003889",3
"151460003890",1
"151460003891",1
"151460003892",1
"151460003893",1
"151460003894",1
"151460003895",1
"151460003896",1
"151460003897",1
"151460003898",1
"151460003899",1
"151460003900",3
"151460003901",3
"151460003902",3
"151460003903",3
"151460003904",1
"151460003905",1
"151460003906",1
"151460003907",1
"151460003908",1
"151460003909",1
"151460003910",1
"151460003911",1
"151460003912",3
"151460003913",3
"151460003914",3
"151460003915",3
"151460003916",1
"151460003917",1
"151460003918",1
"151460003919",1
"151460003920",1
"151460003921",1
"151460003922",1
"151460003923",1
"151460003924",3
"151460003925",3
"151460003926",1
"151460003927",1
"151460003928",1
"151460003929",1
"151460003930",1
"151460003931",1
"151460003932",1
"151460003933",1
"151460003934",1
"151460003935",1
"151460003936",1
"151460003937",1
"151460003938",1
"151460003939",1
"151460003940",1
"151460003941",3
"151460003942",3
"151460003943",3
"151460003944",3
"151460003945",3
"151460003946",3
"151460003947",3
"151460003948",3
"151460003949",3
"151460003950",3
"151460003951",1
"151460003952",3
"151460003953",3
"151460003954",3
"151460003955",3
"151460003956",3
"151460003957",3
"151460003958",3
"151460003959",3
"151460003960",3
"151460003961",3
"151460003962",3
"151460003963",3
"151460003964",3
"151460003965",3
"151460003966",3
"151460003967",3
"151460003968",3
"151460003969",3
"151460003970",3
"151460003971",3
"151460003972",3
"151460003973",3
"151460003974",3
"151460003975",3
"151460003976",3
"151460003977",1
"151460003978",1
"151460003979",1
"151460003980",1
"151460003981",3
"151460003982",1
"151460003983",1
"151460003984",3
"151460003985",3
"151460003986",1
"151460003987",1
"151460003988",1
"151460003989",1
"151460003990",3
"151460003991",3
"151460003992",3
"151460003993",3
"151460003994",3
"151460003995",3
"151460003996",3
"151460003997",3
"151460003998",3
"151460003999",3
"151460004000",3
"151460004001",3
"151460004002",3
"151460004003",3
"151460004004",3
"151460004005",3
"151460004006",3
"151460004007",3
"151460004008",3
"151460004009",3
"151460004010",3
"151460004011",3
"151460004012",3
"151460004013",3
"151460004014",3
"151460004015",3
"151460004016",3
"151460004017",3
"151460004018",3
"151460004019",3
"151460004020",3
"151460004021",3
"151460004022",3
"151460004023",3
"151460004024",3
"151460004025",3
"151460004026",3
"151460004027",3
"151460004028",3
"151460004029",3
"151460004030",3
"151460004031",3
"151460004032",3
"151460004033",3
"151460004034",3
"151460004035",3
"151460004036",3
"151460004037",3
"151460004038",1
"151460004039",1
"151460004040",1
"151460004041",3
"151460004042",3
"151460004043",3
"151460004044",3
"151460004045",3
"151460004046",3
"151460004047",3
"151460004048",3
"151460004049",3
"151460004050",3
"151460004051",3
"151460004052",3
"151460004053",3
"151460004054",3
"151460004055",3
"151460004056",3
"151460004057",3
"151460004058",3
"151460004059",3
"151460004060",1
"151460004061",1
"151460004062",1
"151460004063",3
"151460004064",3
"151460004065",3
"151460004066",3
"151460004067",3
"151460004068",3
"151460004069",3
"151460004070",3
"151460004071",3
"151460004072",3
"151460004073",3
"151460004074",3
"151460004075",3
"151460004076",3
"151460004077",3
"151460004078",3
"151460004079",3
"151460004080",3
"151460004081",3
"151460004082",3
"151460004083",3
"151460004084",3
"151460004085",3
"151460004086",3
"151460004087",3
"151460004088",1
"151460004089",3
"151460004090",3
"151460004091",3
"151460004092",3
"151460004093",3
"151460004094",3
"151460004095",3
"151460004096",3
"151460004097",3
"151460004098",3
"151460004099",3
"151460004100",3
"151460004101",3
"151460004102",3
"151460004103",3
"151460004104",3
"151460004105",3
"151460004106",3
"151460004107",3
"151460004108",1
"151460004109",1
"151460004110",1
"151460004111",1
"151460004112",3
"151460004113",3
"151460004114",1
"151460004115",3
"151460004116",3
"151460004117",3
"151460004118",3
"151460004119",3
"151460004120",2
"151460004121",3
"151460004122",3
"151460004123",1
"151460004124",3
"151460004125",3
"151460004126",3
"151460004127",3
"151460004128",3
"151460004129",3
"151460004130",3
"151460004131",3
"151460004132",3
"151460004133",3
"151460004134",3
"151460004135",3
"151460004136",3
"151460004137",3
"151460004138",3
"151460004139",3
"151460004140",3
"151460004141",3
"151460004142",3
"151460004143",3
"151460004144",3
"151460004145",3
"151460004146",3
"151460004147",3
"151460004148",1
"151460004149",1
"151460004150",1
"151460004151",1
"151460004152",1
"151460004153",1
"151460004154",1
"151460004155",1
"151460004156",1
"151460004157",1
"151460004158",1
"151460004159",1
"151460004160",1
"151460004161",1
"151460004162",1
"151460004163",1
"151460004164",1
"151460004165",1
"151460004166",2
"151460004167",1
"151460004168",2
"151460004169",1
"151460004170",1
"151460004171",1
"151460004172",1
"151460004173",1
"151460004174",1
"151460004175",3
"151460004176",3
"151460004177",3
"151460004178",3
"151460004179",3
"151460004180",3
"151460004181",3
"151460004182",3
"151460004183",3
"151460004184",3
"151460004185",3
"151460004186",3
"151460004187",3
"151460004188",3
"151460004189",3
"151460004190",3
"151460004191",3
"151460004192",3
"151460004193",3
"151460004194",1
"151460004195",3
"151460004196",3
"151460004197",3
"151460004198",3
"151460004199",3
"151460004200",3
"151460004201",3
"151460004202",3
"151460004203",3
"151460004204",3
"151460004205",3
"151460004206",3
"151460004207",3
"151460004208",3
"151460004209",3
"151460004210",3
"151460004211",3
"151460004212",3
"151460004213",3
"151460004214",3
"151460004215",3
"151460004216",3
"151460004217",3
"151460004218",3
"151460004219",3
"151460004220",3
"151460004221",3
"151460004222",3
"151460004223",3
"151460004224",3
"151460004227",3
"151460004228",3
"151460004229",3
"151460004230",3
"151460004231",3
"151460004232",3
"151460004233",3
"151460004235",3
"151460004236",3
"151460004237",3
"151460004238",3
"151460004239",3
"151460004240",1
"151460004241",1
"151460004242",3
"151460004243",3
"151460004244",3
"151460004245",3
"151460004246",1
"151460004247",2
"151460004248",1
"151460004249",3
"151460004250",3
"151460004251",3
"151460004252",3
"151460004253",3
"151460004254",3
"151460004255",3
"151460004256",1
"151460004257",3
"151460004258",3
"151460004259",3
"151460004260",3
"151460004261",3
"151460004262",3
"151460004263",3
"151460004264",3
"151460004265",3
"151460004266",3
"151460004267",3
"151460004268",3
"151460004269",3
"151460004270",3
"151460004271",3
"151460004272",3
"151460004273",3
"151460004274",3
"151460004275",3
"151460004276",3
"151460004277",3
"151460004278",3
"151460004279",3
"151460004280",3
"151460004281",3
"151460004282",3
"151460004283",3
"151460004284",3
"151460004285",3
"151460004286",3
"151460004287",3
"151460004288",3
"151460004289",3
"151460004290",3
"151460004291",3
"151460004292",3
"151460004293",3
"151460004294",3
"151460004295",3
"151460004296",3
"151460004297",3
"151460004298",3
"151460004299",3
"151460004300",3
"151460004301",3
"151460004302",3
"151460004303",3
"151460004304",3
"151460004305",3
"151460004306",3
"151460004307",3
"151460004308",3
"151460004309",3
"151460004310",3
"151460004311",3
"151460004312",3
"151460004313",3
"151460004314",3
"151460004315",3
"151460004316",3
"151460004317",3
"151460004318",3
"151460004319",3
"151460004320",3
"151460004321",3
"151460004322",3
"151460004323",3
"151460004324",3
"151460004325",3
"151460004326",3
"151460004327",3
"151460004328",3
"151460004329",3
"151460004330",3
"151460004331",3
"151460004332",3
"151460004333",3
"151460004334",3
"151460004335",3
"151460004336",3
"151460004337",3
"151460004338",3
"151460004339",3
"151460004340",3
"151460004341",3
"151460004342",3
"151460004343",3
"151460004344",3
"151460004345",3
"151460004346",3
"151460004347",3
"151460004348",3
"151460004349",3
"151460004350",3
"151460004351",3
"151460004352",3
"151460004353",3
"151460004354",3
"151460004355",3
"151460004356",3
"151460004357",3
"151460004358",3
"151460004359",3
"151460004360",3
"151460004361",3
"151460004362",3
"151460004363",3
"151460004364",3
"151460004365",3
"151460004366",3
"151460004367",3
"151460004368",3
"151460004369",3
"151460004370",3
"151460004371",3
"151460004372",3
"151460004373",3
"151460004374",3
"151460004375",3
"151460004376",3
"151460004377",3
"151460004378",3
"151460004379",3
"151460004380",3
"151460004381",3
"151460004382",3
"151460004383",3
"151460004384",3
"151460004385",3
"151460004386",3
"151460004387",3
"151460004388",3
"151460004389",3
"151460004390",3
"151460004391",3
"151460004392",1
"151460004393",3
"151460004394",1
"151460004395",3
"151460004396",1
"151460004397",3
"151460004398",3
"151460004399",3
"151460004400",3
"151460004401",3
"151460004402",3
"151460004403",3
"151460004404",3
"151460004405",3
"151460004406",3
"151460004407",3
"151460004408",1
"151460004409",2
"151460004410",2
"151460004411",1
"151460004412",2
"151460004413",3
"151460004414",3
"151460004415",1
"151460004416",2
"151460004417",2
"151460004418",2
"151460004419",1
"151460004420",1
"151460004421",3
"151460004422",1
"151460004423",3
"151460004424",3
"151460004425",3
"151460004426",2
"151460004427",2
"151460004428",2
"151460004429",2
"151460004430",1
"151460004431",1
"151460004432",1
"151460004433",1
"151460004434",1
"151460004435",1
"151460004436",1
"151460004437",1
"151460004438",1
"151460004439",1
"151460004440",1
"151460004441",3
"151460004442",1
"151460004443",1
"151460004444",3
"151460004445",3
"151460004446",3
"151460004447",1
"151460004448",2
"151460004449",3
"151460004450",3
"151460004451",3
"151460004452",1
"151460004453",1
"151460004454",1
"151460004455",1
"151460004456",1
"151460004457",1
"151460004458",1
"151460004459",3
"151460004460",1
"151460004461",1
"151460004462",2
"151460004463",2
"151460004464",2
"151460004465",2
"151460004466",1
"151460004467",1
"151460004468",1
"151460004469",1
"151460004470",1
"151460004471",1
"151460004472",1
"151460004473",1
"151460004474",3
"151460004475",1
"151460004476",1
"151460004477",3
"151460004478",3
"151460004479",3
"151460004480",3
"151460004481",3
"151460004482",3
"151460004483",3
"151460004484",3
"151460004485",3
"151460004486",3
"151460004487",3
"151460004488",3
"151460004489",3
"151460004490",3
"151460004491",3
"151460004492",3
"151460004493",1
"151460004494",1
"151460004495",1
"151460004496",1
"151460004497",1
"151460004498",1
"151460004499",1
"151460004500",1
"151460004501",1
"151460004502",1
"151460004503",1
"151460004504",1
"151460004505",1
"151460004506",1
"151460004507",1
"151460004508",1
"151460004509",1
"151460004510",1
"151460004511",1
"151460004512",1
"151460004513",1
"151460004514",1
"151460004515",1
"151460004516",1
"151460004517",1
"151460004518",1
"151460004519",1
"151460004520",1
"151460004521",1
"151460004522",1
"151460004523",1
"151460004524",1
"151460004525",1
"151460004526",1
"151460004527",1
"151460004528",1
"151460004529",1
"151460004530",1
"151460004531",1
"151460004532",1
"151460004533",1
"151460004534",1
"151460004535",2
"151460004536",2
"151460004537",2
"151460004538",1
"151460004539",1
"151460004540",1
"151460004541",1
"151460004542",1
"151460004543",1
"151460004544",1
"151460004545",1
"151460004546",1
"151460004547",2
"151460004548",1
"151460004549",1
"151460004550",1
"151460004551",1
"151460004552",1
"151460004553",1
"151460004554",1
"151460004555",1
"151460004556",1
"151460004557",1
"151460004558",1
"151460004559",1
"151460004560",1
"151460004561",1
"151460004562",1
"151460004563",1
"151460004564",1
"151460004565",1
"151460004566",1
"151460004567",1
"151460004568",1
"151460004569",1
"151460004570",3
"151460004571",3
"151460004572",1
"151460004573",1
"151460004574",1
"151460004575",1
"151460004576",3
"151460004577",1
"151460004578",3
"151460004579",3
"151460004580",3
"151460004581",3
"151460004582",3
"151460004583",1
"151460004584",3
"151460004585",3
"151460004586",3
"151460004587",3
"151460004588",1
"151460004589",3
"151460004590",3
"151460004591",1
"151460004592",3
"151460004593",3
"151460004594",3
"151460004595",3
"151460004596",3
"151460004597",3
"151460004598",3
"151460004599",3
"151460004600",3
"151460004601",3
"151460004602",3
"151460004603",3
"151460004604",3
"151460004605",3
"151460004606",3
"151460004607",3
"151460004608",3
"151460004609",3
"151460004610",3
"151460004611",3
"151460004612",3
"151460004613",3
"151460004614",3
"151460004615",3
"151460004616",3
"151460004617",3
"151460004618",3
"151460004619",3
"151460004620",3
"151460004621",3
"151460004622",3
"151460004623",1
"151460004624",1
"151460004625",1
"151460004626",1
"151460004627",3
"151460004628",1
"151460004629",1
"151460004630",1
"151460004631",1
"151460004632",1
"151460004633",1
"151460004634",1
"151460004635",1
"151460004636",1
"151460004637",1
"151460004638",1
"151460004639",1
"151460004640",1
"151460004641",1
"151460004642",1
"151460004643",1
"151460004644",1
"151460004645",1
"151460004646",1
"151460004647",1
"151460004648",1
"151460004649",3
"151460004650",3
"151460004651",3
"151460004652",3
"151460004653",3
"151460004654",3
"151460004655",3
"151460004656",3
"151460004657",3
"151460004658",3
"151460004659",3
"151460004660",3
"151460004661",1
"151460004662",3
"151460004663",3
"151460004664",3
"151460004665",3
"151460004666",3
"151460004667",3
"151460004668",1
"151460004669",1
"151460004670",1
"151460004671",1
"151460004672",1
"151460004673",1
"151460004674",1
"151460004675",3
"151460004676",3
"151460004677",3
"151460004678",3
"151460004679",3
"151460004680",3
"151460004681",1
"151460004682",1
"151460004683",1
"151460004684",1
"151460004685",2
"151460004686",2
"151460004687",1
"151460004688",1
"151460004689",1
"151460004690",1
"151460004691",1
"151460004692",1
"151460004693",1
"151460004694",1
"151460004695",1
"151460004696",1
"151460004697",1
"151460004698",1
"151460004699",1
"151460004700",1
"151460004701",1
"151460004702",1
"151460004703",1
"151460004704",1
"151460004705",1
"151460004706",1
"151460004707",1
"151460004708",1
"151460004709",1
"151460004710",1
"151460004711",1
"151460004712",1
"151460004713",1
"151460004714",1
"151460004715",1
"151460004716",1
"151460004717",1
"151460004718",1
"151460004719",1
"151460004720",1
"151460004721",2
"151460004722",1
"151460004723",2
"151460004724",1
"151460004725",2
"151460004726",2
"151460004727",2
"151460004728",2
"151460004729",2
"151460004730",2
"151460004731",2
"151460004732",2
"151460004733",2
"151460004734",2
"151460004735",2
"151460004736",2
"151460004737",1
"151460004738",1
"151460004739",1
"151460004740",1
"151460004741",1
"151460004742",1
"151460004743",1
"151460004744",1
"151460004745",1
"151460004746",1
"151460004747",1
"151460004748",1
"151460004749",1
"151460004750",1
"151460004751",1
"151460004752",1
"151460004753",1
"151460004754",1
"151460004755",1
"151460004756",1
"151460004757",1
"151460004758",2
"151460004759",3
"151460004760",3
"151460004761",3
"151460004762",3
"151460004763",3
"151460004764",3
"151460004765",3
"151460004766",3
"151460004767",3
"151460004768",3
"151460004769",3
"151460004770",3
"151460004771",3
"151460004772",3
"151460004773",3
"151460004774",3
"151460004775",3
"151460004776",3
"151460004777",3
"151460004778",3
"151460004779",3
"151460004780",3
"151460004781",3
"151460004782",3
"151460004783",3
"151460004784",3
"151460004785",3
"151460004786",3
"151460004787",1
"151460004788",1
"151460004789",3
"151460004790",3
"151460004791",3
"151460004792",3
"151460004793",3
"151460004794",3
"151460004795",1
"151460004796",1
"151460004797",1
"151460004798",1
"151460004799",1
"151460004800",1
"151460004801",1
"151460004802",1
"151460004803",1
"151460004804",1
"151460004805",1
"151460004806",1
"151460004807",1
"151460004808",1
"151460004809",1
"151460004810",1
"151460004811",1
"151460004812",3
"151460004813",1
"151460004814",3
"151460004815",3
"151460004816",3
"151460004817",3
"151460004818",3
"151460004819",3
"151460004820",3
"151460004821",3
"151460004822",3
"151460004823",3
"151460004824",3
"151460004825",1
"151460004826",1
"151460004827",1
"151460004828",3
"151460004829",3
"151460004830",3
"151460004831",3
"151460004832",3
"151460004833",3
"151460004834",3
"151460004835",3
"151460004836",3
"151460004837",3
"151460004838",3
"151460004839",3
"151460004840",3
"151460004841",3
"151460004842",3
"151460004843",3
"151460004844",3
"151460004845",3
"151460004846",3
"151460004847",3
"151460004848",3
"151460004849",3
"151460004850",3
"151460004851",3
"151460004852",3
"151460004853",3
"151460004854",3
"151460004855",3
"151460004856",3
"151460004857",3
"151460004858",3
"151460004859",3
"151460004860",3
"151460004861",3
"151460004862",3
"151460004863",3
"151460004864",3
"151460004865",3
"151460004866",3
"151460004867",3
"151460004868",3
"151460004869",3
"151460004870",3
"151460004871",3
"151460004872",1
"151460004873",3
"151460004874",1
"151460004875",1
"151460004876",1
"151460004877",1
"151460004878",1
"151460004879",1
"151460004880",3
"151460004881",3
"151460004882",3
"151460004883",3
"151460004884",3
"151460004885",3
"151460004886",3
"151460004887",3
"151460004888",3
"151460004889",3
"151460004890",3
"151460004891",3
"151460004892",3
"151460004893",3
"151460004894",3
"151460004895",3
"151460004896",3
"151460004897",3
"151460004898",3
"151460004899",1
"151460004900",1
"151460004901",1
"151460004902",1
"151460004903",1
"151460004904",1
"151460004905",1
"151460004906",3
"151460004907",3
"151460004908",3
"151460004909",3
"151460004910",3
"151460004911",1
"151460004912",1
"151460004913",1
"151460004914",1
"151460004915",1
"151460004916",1
"151460004917",1
"151460004918",1
"151460004919",1
"151460004920",1
"151460004921",1
"151460004922",1
"151460004923",1
"151460004924",1
"151460004925",1
"151460004926",1
"151460004927",1
"151460004928",1
"151460004929",1
"151460004930",1
"151460004931",1
"151460004932",1
"151460004933",1
"151460004934",1
"151460004935",1
"151460004936",1
"151460004937",1
"151460004938",1
"151460004939",1
"151460004940",1
"151460004941",3
"151460004942",3
"151460004943",3
"151460004944",3
"151460004945",1
"151460004946",1
"151460004947",1
"151460004948",1
"151460004949",1
"151460004950",1
"151460004951",2
"151460004952",1
"151460004953",1
"151460004954",1
"151460004955",1
"151460004956",1
"151460004957",2
"151460004958",2
"151460004959",1
"151460004960",1
"151460004961",1
"151460004962",1
"151460004963",1
"151460004964",2
"151460004965",2
"151460004966",1
"151460004967",1
"151460004968",1
"151460004969",1
"151460004970",1
"151460004971",1
"151460004972",1
"151460004973",3
"151460004974",3
"151460004975",1
"151460004976",2
"151460004977",2
"151460004978",2
"151460004979",2
"151460004980",2
"151460004981",2
"151460004982",2
"151460004983",1
"151460004984",3
"151460004985",3
"151460004986",3
"151460004987",3
"151460004988",3
"151460004989",3
"151460004990",3
"151460004991",3
"151460004992",3
"151460004993",3
"151460004994",3
"151460004995",3
"151460004996",3
"151460004997",3
"151460004998",3
"151460004999",3
"151460005000",3
"151460005001",1
"151460005002",1
"151460005003",1
"151460005004",1
"151460005005",1
"151460005006",1
"151460005007",1
"151460005008",1
"151460005009",1
"151460005010",1
"151460005011",1
"151460005012",1
"151460005013",1
"151460005014",1
"151460005015",1
"151460005016",2
"151460005017",2
"151460005018",1
"151460005019",1
"151460005020",1
"151460005021",1
"151460005022",1
"151460005023",1
"151460005024",1
"151460005025",1
"151460005026",1
"151460005027",1
"151460005028",1
"151460005029",3
"151460005030",1
"151460005031",1
"151460005032",1
"151460005033",1
"151460005034",3
"151460005035",3
"151460005036",1
"151460005037",1
"151460005038",3
"151460005039",3
"151460005040",1
"151460005041",1
"151460005042",1
"151460005043",3
"151460005044",1
"151460005045",1
"151460005046",1
"151460005047",1
"151460005048",3
"151460005049",3
"151460005050",3
"151460005051",3
"151460005052",3
"151460005053",3
"151460005054",3
"151460005055",3
"151460005056",3
"151460005057",3
"151460005058",3
"151460005059",3
"151460005060",3
"151460005061",3
"151460005062",3
"151460005063",3
"151460005064",3
"151460005065",1
"151460005066",1
"151460005067",3
"151460005068",3
"151460005069",1
"151460005070",1
"151460005071",3
"151460005072",3
"151460005073",3
"151460005074",3
"151460005075",3
"151460005076",3
"151460005077",3
"151460005078",3
"151460005079",1
"151460005080",1
"151460005081",1
"151460005082",3
"151460005083",3
"151460005084",3
"151460005085",3
"151460005086",3
"151460005087",3
"151460005088",3
"151460005089",3
"151460005090",3
"151460005091",3
"151460005092",3
"151460005093",3
"151460005094",3
"151460005095",3
"151460005096",3
"151460005097",3
"151460005098",3
"151460005099",1
"151460005100",1
"151460005101",1
"151460005102",1
"151460005103",3
"151460005104",3
"151460005105",3
"151460005106",3
"151460005107",3
"151460005108",3
"151460005109",3
"151460005110",3
"151460005111",3
"151460005112",3
"151460005113",1
"151460005114",3
"151460005115",3
"151460005116",1
"151460005117",1
"151460005118",1
"151460005119",3
"151460005120",3
"151460005121",3
"151460005122",3
"151460005123",3
"151460005124",3
"151460005125",3
"151460005126",1
"151460005127",2
"151460005128",1
"151460005129",2
"151460005130",2
"151460005131",2
"151460005132",2
"151460005133",1
"151460005134",2
"151460005135",2
"151460005136",1
"151460005137",2
"151460005138",1
"151460005139",1
"151460005140",2
"151460005141",2
"151460005142",2
"151460005143",1
"151460005144",2
"151460005145",1
"151460005146",1
"151460005147",2
"151460005148",2
"151460005149",1
"151460005150",1
"151460005151",1
"151460005152",1
"151460005153",1
"151460005154",1
"151460005155",1
"151460005156",1
"151460005157",1
"151460005158",1
"151460005159",1
"151460005160",1
"151460005161",1
"151460005162",1
"151460005163",1
"151460005164",3
"151460005165",1
"151460005166",1
"151460005167",1
"151460005168",1
"151460005169",1
"151460005170",1
"151460005171",1
"151460005172",1
"151460005173",1
"151460005174",1
"151460005175",2
"151460005176",1
"151460005177",2
"151460005178",2
"151460005179",1
"151460005180",1
"151460005181",1
"151460005182",1
"151460005183",1
"151460005184",1
"151460005185",1
"151460005186",1
"151460005187",1
"151460005188",3
"151460005189",1
"151460005190",1
"151460005191",3
"151460005192",3
"151460005193",3
"151460005194",3
"151460005195",3
"151460005196",3
"151460005197",3
"151460005198",3
"151460005199",1
"151460005200",3
"151460005201",1
"151460005202",1
"151460005203",1
"151460005204",1
"151460005205",3
"151460005206",3
"151460005207",3
"151460005208",3
"151460005209",3
"151460005210",3
"151460005211",3
"151460005212",3
"151460005213",3
